entry,at,order
"The player ""elon @ 1fyB22Fjqp"" requested a seat.",2022-09-08T02:32:02.606Z,166260432260600
"Flop:  [10♥, Q♠, A♣]",2022-09-08T02:31:57.334Z,166260431733400
"""Poopy 2 @ fSzO7iXX-b"" calls 6.75",2022-09-08T02:31:56.485Z,166260431648500
"""Jaquins @ Lf_CLsrttO"" calls 6.75",2022-09-08T02:31:55.310Z,166260431531000
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T02:31:53.022Z,166260431302200
"""Jake @ 9a1B6m5HQI"" calls 6.75",2022-09-08T02:31:51.395Z,166260431139500
"""joe @ Q1aYbBEstE"" raises to 6.75",2022-09-08T02:31:48.874Z,166260430887400
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T02:31:43.568Z,166260430356800
"""Poopy 2 @ fSzO7iXX-b"" calls 1.50",2022-09-08T02:31:31.947Z,166260429194700
"""Jaquins @ Lf_CLsrttO"" posts a big blind of 1.50",2022-09-08T02:31:18.304Z,166260427830409
"""VAR @ a6uEwHQrRM"" posts a small blind of 0.75",2022-09-08T02:31:18.304Z,166260427830408
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (671.50) | #2 ""Jaquins @ Lf_CLsrttO"" (688.91) | #4 ""Poopy 2 @ fSzO7iXX-b"" (917.40) | #6 ""nate dogg @ eTki6MuODs"" (257.74) | #8 ""joe @ Q1aYbBEstE"" (364.95) | #9 ""Jake @ 9a1B6m5HQI"" (700.09)",2022-09-08T02:31:18.304Z,166260427830401
"-- starting hand #257  (Pot Limit Omaha Hi) (dealer: ""Jake @ 9a1B6m5HQI"") --",2022-09-08T02:31:18.304Z,166260427830400
"""Jake @ 9a1B6m5HQI"" shows a 8♦, 4♠.",2022-09-08T02:31:16.122Z,166260427612200
"-- ending hand #256 --",2022-09-08T02:31:14.595Z,166260427459502
"""Jake @ 9a1B6m5HQI"" collected 36.00 from pot",2022-09-08T02:31:14.595Z,166260427459501
"Uncalled bet of 36.00 returned to ""Jake @ 9a1B6m5HQI""",2022-09-08T02:31:14.595Z,166260427459500
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T02:31:13.740Z,166260427374000
"""Jake @ 9a1B6m5HQI"" bets 36.00",2022-09-08T02:31:11.310Z,166260427131000
"River: 5♠, A♣, 6♥, A♠ [7♥]",2022-09-08T02:31:05.100Z,166260426510000
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T02:31:04.258Z,166260426425800
"""Jake @ 9a1B6m5HQI"" checks",2022-09-08T02:30:55.354Z,166260425535400
"Turn: 5♠, A♣, 6♥ [A♠]",2022-09-08T02:30:53.790Z,166260425379000
"""Jake @ 9a1B6m5HQI"" calls 9.50",2022-09-08T02:30:52.932Z,166260425293200
"""VAR @ a6uEwHQrRM"" bets 9.50",2022-09-08T02:30:51.143Z,166260425114300
"""Jake @ 9a1B6m5HQI"" checks",2022-09-08T02:30:46.670Z,166260424667000
"Flop:  [5♠, A♣, 6♥]",2022-09-08T02:30:43.283Z,166260424328300
"""Jake @ 9a1B6m5HQI"" calls 8.50",2022-09-08T02:30:42.440Z,166260424244000
"""VAR @ a6uEwHQrRM"" raises to 8.50",2022-09-08T02:30:39.377Z,166260423937700
"""Jake @ 9a1B6m5HQI"" calls 1.50",2022-09-08T02:30:35.329Z,166260423532900
"""joe @ Q1aYbBEstE"" folds",2022-09-08T02:30:27.888Z,166260422788800
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T02:30:26.938Z,166260422693800
"""Poopy 2 @ fSzO7iXX-b"" folds",2022-09-08T02:30:25.870Z,166260422587000
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T02:30:24.860Z,166260422486000
"""VAR @ a6uEwHQrRM"" posts a big blind of 1.50",2022-09-08T02:30:19.069Z,166260421906909
"""Jake @ 9a1B6m5HQI"" posts a small blind of 0.75",2022-09-08T02:30:19.069Z,166260421906908
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (689.50) | #2 ""Jaquins @ Lf_CLsrttO"" (688.91) | #4 ""Poopy 2 @ fSzO7iXX-b"" (917.40) | #6 ""nate dogg @ eTki6MuODs"" (257.74) | #8 ""joe @ Q1aYbBEstE"" (364.95) | #9 ""Jake @ 9a1B6m5HQI"" (682.09)",2022-09-08T02:30:19.069Z,166260421906901
"-- starting hand #256  (No Limit Texas Hold'em) (dealer: ""joe @ Q1aYbBEstE"") --",2022-09-08T02:30:19.069Z,166260421906900
"""Jake @ 9a1B6m5HQI"" shows a 3♠, 5♠.",2022-09-08T02:30:16.458Z,166260421645800
"-- ending hand #255 --",2022-09-08T02:30:15.373Z,166260421537302
"""Jake @ 9a1B6m5HQI"" collected 60.00 from pot",2022-09-08T02:30:15.373Z,166260421537301
"Uncalled bet of 30.00 returned to ""Jake @ 9a1B6m5HQI""",2022-09-08T02:30:15.373Z,166260421537300
"""joe @ Q1aYbBEstE"" folds",2022-09-08T02:30:14.476Z,166260421447600
"""Jake @ 9a1B6m5HQI"" bets 30.00",2022-09-08T02:30:00.703Z,166260420070300
"""joe @ Q1aYbBEstE"" checks",2022-09-08T02:29:56.787Z,166260419678700
"River: 9♣, 2♠, 5♦, 8♠ [J♣]",2022-09-08T02:29:54.766Z,166260419476600
"""joe @ Q1aYbBEstE"" calls 15.00",2022-09-08T02:29:53.942Z,166260419394200
"""nate dogg @ eTki6MuODs"" folds",2022-09-08T02:29:47.460Z,166260418746000
"""Jake @ 9a1B6m5HQI"" bets 15.00",2022-09-08T02:29:34.738Z,166260417473800
"""joe @ Q1aYbBEstE"" checks",2022-09-08T02:29:30.443Z,166260417044300
"Turn: 9♣, 2♠, 5♦ [8♠]",2022-09-08T02:29:28.836Z,166260416883600
"""joe @ Q1aYbBEstE"" calls 6.00",2022-09-08T02:29:27.924Z,166260416792400
"""nate dogg @ eTki6MuODs"" calls 6.00",2022-09-08T02:29:26.574Z,166260416657400
"""VAR @ a6uEwHQrRM"" folds",2022-09-08T02:29:24.972Z,166260416497200
"""Jake @ 9a1B6m5HQI"" bets 6.00",2022-09-08T02:29:23.911Z,166260416391100
"""joe @ Q1aYbBEstE"" checks",2022-09-08T02:29:19.764Z,166260415976400
"Flop:  [9♣, 2♠, 5♦]",2022-09-08T02:29:16.518Z,166260415651800
"""VAR @ a6uEwHQrRM"" checks",2022-09-08T02:29:15.631Z,166260415563100
"""Jake @ 9a1B6m5HQI"" calls 3.00",2022-09-08T02:29:14.504Z,166260415450400
"""joe @ Q1aYbBEstE"" calls 3.00",2022-09-08T02:29:13.492Z,166260415349200
"""nate dogg @ eTki6MuODs"" calls 3.00",2022-09-08T02:29:10.303Z,166260415030300
"""Poopy 2 @ fSzO7iXX-b"" folds",2022-09-08T02:29:05.376Z,166260414537600
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-08T02:28:29.409Z,166260410940900
"""VAR @ a6uEwHQrRM"" posts a straddle of 3.00",2022-09-08T02:28:26.708Z,166260410670810
"""Jake @ 9a1B6m5HQI"" posts a big blind of 1.50",2022-09-08T02:28:26.708Z,166260410670809
"""joe @ Q1aYbBEstE"" posts a small blind of 0.75",2022-09-08T02:28:26.708Z,166260410670808
"Player stacks: #1 ""VAR @ a6uEwHQrRM"" (692.50) | #2 ""Jaquins @ Lf_CLsrttO"" (688.91) | #4 ""Poopy 2 @ fSzO7iXX-b"" (917.40) | #6 ""nate dogg @ eTki6MuODs"" (266.74) | #8 ""joe @ Q1aYbBEstE"" (388.95) | #9 ""Jake @ 9a1B6m5HQI"" (646.09)",2022-09-08T02:28:26.708Z,166260410670801
"-- starting hand #255  (No Limit Texas Hold'em) (dealer: ""nate dogg @ eTki6MuODs"") --",2022-09-08T02:28:26.708Z,166260410670800
"""Jake @ 9a1B6m5HQI"" shows a A♣, A♠.",2022-09-08T02:28:21.562Z,166260410156200
"-- ending hand #254 --",2022-09-08T02:28:20.098Z,166260410009802
"""Jake @ 9a1B6m5HQI"" collected 40.49 from pot",2022-09-08T02:28:20.098Z,166260410009801
"Uncalled bet of 20.24 returned to ""Jake @ 9a1B6m5HQI""",2022-09-08T02:28:20.098Z,166260410009800
"""joe @ Q1aYbBEstE"" folds",2022-09-08T02:28:19.245Z,166260409924500
"""Jake @ 9a1B6m5HQI"" bets 20.24",2022-09-08T02:28:10.273Z,166260409027300
